Student ID,Name,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location
4589,Reyansh Reddy,Male,2023,"Digital Marketing, Java, Networking, Blockchain, C++",2,2,0,,,,0,Yes,PhD,Hyderabad
4590,Kavita Verma,Female,2022,"UI/UX Design, Web Dev (Full Stack)",0,10,3,Amazon,Established,FinTech,1534907,No,,Ahmedabad
4591,Aanya Patel,Female,2025,"Blockchain, C++, Cloud (AWS/Azure/GCP), UI/UX Design",1,7,3,Adobe,Established,IT Services,1459387,No,,Mumbai
4592,Riya Kaur,Female,2025,"ML/AI, Python, Cloud (AWS/Azure/GCP)",2,5,2,Wipro,Established,FinTech,534633,No,,Pune
4593,Manish Nair,Male,2022,Embedded Systems,0,10,3,Oracle,Established,E-commerce,300000,No,,Pune
4594,Saanvi Chakraborty,Female,2022,"Embedded Systems, UI/UX Design, DevOps",0,8,3,Oracle,Established,E-commerce,1372947,No,,Delhi
4595,Pari Nair,Female,2022,"Cybersecurity, Cloud (AWS/Azure/GCP), Data Science",0,5,0,,,,0,Yes,M.Tech,Mumbai
4596,Sona Patel,Female,2022,"Web Dev (Full Stack), Networking, Java, Cloud (AWS/Azure/GCP), Python",2,5,1,Flipkart,Established,E-commerce,2046960,No,,Kolkata
4597,Pooja Chakraborty,Female,2023,"ML/AI, Digital Marketing",1,4,1,,,,0,No,,Bangalore
4598,Rahul Nair,Male,2023,"Networking, Java, Digital Marketing, UI/UX Design",0,3,1,,,,0,Yes,Data Science,Jaipur
4599,Pooja Kumar,Female,2022,"C++, Digital Marketing, Cybersecurity, Java, Data Science",0,9,4,L&T Technology Services,Established,Automotive,1725235,No,,Mumbai
4600,Kavita Ghosal,Female,2025,"UI/UX Design, Networking, Java, ML/AI",0,5,2,Amazon,Established,EdTech,1644131,No,,Jaipur
4601,Meera Nair,Female,2024,"Blockchain, Cloud (AWS/Azure/GCP), Networking, Embedded Systems",3,1,0,,,,0,Yes,PhD,Kolkata
4602,Priyanshu Mehta,Male,2025,"Digital Marketing, Data Science, Cybersecurity",2,10,4,Paytm,Startup,EdTech,760920,No,,Bangalore
4603,Nikhil Verma,Male,2024,"Blockchain, Digital Marketing, C++",1,9,3,Cognizant,Established,Consulting,2111438,No,,Mumbai
4604,Kunal Singh,Male,2022,"Networking, UI/UX Design, Blockchain, Python",2,3,1,,,,0,Yes,AI/ML,Pune
4605,Kirti Prakash,Female,2024,"Embedded Systems, Blockchain, UI/UX Design, Digital Marketing",0,3,3,Zomato,Startup,Healthcare,662180,Yes,M.Tech,Ahmedabad
4606,Shaurya Gupta,Male,2025,"Networking, Cybersecurity, Java",0,6,1,Cisco,Established,IT Services,300000,No,,Bangalore
4607,Zara Roy,Female,2023,"Data Science, Digital Marketing, ML/AI",2,3,3,Cisco,Established,Healthcare,2756213,No,,Chennai
4608,Manish Pillai,Male,2024,"Cybersecurity, Data Science, UI/UX Design, Digital Marketing, Embedded Systems",0,8,4,Byju's,Startup,Automotive,679704,No,,Ahmedabad
4609,Pari Chakraborty,Female,2025,"Data Science, UI/UX Design, DevOps, Cloud (AWS/Azure/GCP), Embedded Systems",2,3,1,,,,0,Yes,M.Tech,Hyderabad
4610,Myra Sharma,Female,2023,"Embedded Systems, Cybersecurity, DevOps, Python",1,6,2,Amazon,Established,Manufacturing,732493,No,,Jaipur
4611,Kiara Patel,Female,2023,"ML/AI, Python, UI/UX Design",0,3,1,,,,0,Yes,M.Tech,Delhi
4612,Aryan Nair,Male,2024,"C++, Data Science",3,1,2,,,,0,Yes,M.Tech,Bangalore
4613,Meera Pillai,Female,2024,"Blockchain, Embedded Systems",3,6,4,Wipro,Established,Automotive,779154,No,,Hyderabad
4614,Rani Mishra,Female,2022,"Web Dev (Full Stack), Data Science, Cybersecurity, Embedded Systems",2,5,2,Infosys,Established,FinTech,1339463,No,,Pune
4615,Jyoti Roy,Female,2024,"Digital Marketing, Cybersecurity",0,8,3,Jio Platforms,Established,Manufacturing,1540683,Yes,M.Tech,Pune
4616,Sona Chakraborty,Female,2024,"Cloud (AWS/Azure/GCP), Java, DevOps, UI/UX Design",1,7,3,Meta,Established,E-commerce,1790816,No,,Pune
4617,Isha Singh,Female,2022,"Networking, Cloud (AWS/Azure/GCP), Embedded Systems, Web Dev (Full Stack), UI/UX Design",2,5,3,Oracle,Established,IT Services,1907607,No,,Kolkata
4618,Aarohi Mehta,Female,2025,"Java, Python, Embedded Systems, ML/AI",2,5,3,Dr. Reddy's Labs,Established,IT Services,1981850,No,,Ahmedabad
4619,Rani Roy,Female,2023,"Python, C++, Blockchain, Data Science, UI/UX Design",0,10,3,Infosys,Established,E-commerce,1158383,No,,Kolkata
4620,Meera Pillai,Female,2025,"Java, Networking",0,1,4,L&T Technology Services,Established,E-commerce,1292084,No,,Hyderabad
4621,Sona Yadav,Female,2022,"Digital Marketing, ML/AI, Web Dev (Full Stack)",1,9,4,Google,Established,Automotive,2007909,Yes,Cybersecurity,Mumbai
4622,Kirti Kaur,Female,2024,"C++, Python",3,6,4,Adobe,Established,IT Services,1974365,No,,Ahmedabad
4623,Aarav Verma,Male,2024,"Networking, Cloud (AWS/Azure/GCP)",0,7,4,Amazon,Established,FinTech,1390040,No,,Mumbai
4624,Priyanshu Chakraborty,Male,2025,"Java, ML/AI, Networking",1,4,0,Amazon,Established,Consulting,778126,No,,Chennai
4625,Shreya Das,Female,2022,"Data Science, DevOps, Digital Marketing",0,7,3,Jio Platforms,Established,Healthcare,611074,No,,Pune
4626,Suresh Mishra,Male,2024,"DevOps, Python, C++, Cybersecurity",1,3,2,,,,0,Yes,PhD,Mumbai
4627,Ankit Jain,Male,2024,"Python, Digital Marketing, Blockchain, Embedded Systems",1,6,0,Dream11,Startup,E-commerce,396248,No,,Delhi
4628,Myra Singh,Female,2025,"Web Dev (Full Stack), C++, Blockchain, Digital Marketing",1,5,2,L&T Technology Services,Established,IT Services,1260604,No,,Hyderabad
4629,Ananya Chakraborty,Female,2022,"DevOps, Python, C++, Data Science",1,4,0,,,,0,Yes,Data Science,Ahmedabad
4630,Siddharth Jain,Male,2025,"Python, DevOps, Cybersecurity, C++, Data Science",1,2,2,,,,0,Yes,MBA,Pune
4631,Myra Chakraborty,Female,2025,"Digital Marketing, Data Science, Blockchain, Web Dev (Full Stack)",0,5,2,Ola,Startup,EdTech,904361,No,,Delhi
4632,Kunal Nair,Male,2024,"Cloud (AWS/Azure/GCP), Blockchain",0,8,4,Google,Established,FinTech,744666,No,,Pune
4633,Rohan Reddy,Male,2025,"Digital Marketing, UI/UX Design, Java, Web Dev (Full Stack), ML/AI",0,6,4,L&T Technology Services,Established,Healthcare,2330913,No,,Pune
4634,Diya Yadav,Female,2022,"DevOps, C++, Python, Blockchain, ML/AI",0,6,4,Flipkart,Established,Healthcare,1457742,No,,Mumbai
4635,Krish Pillai,Male,2025,"Data Science, Java, Python",3,5,1,,,,0,Yes,MS (USA/EU),Mumbai
4636,Tanu Sharma,Female,2024,"Embedded Systems, Digital Marketing",1,6,4,Infosys,Established,Logistics,1856363,No,,Pune
4637,Riya Kumar,Female,2025,"Embedded Systems, ML/AI",0,2,2,,,,0,Yes,MBA,Ahmedabad
4638,Aanya Yadav,Female,2025,"C++, UI/UX Design, Java",0,8,1,Google,Established,IT Services,1261379,No,,Delhi
4639,Diya Yadav,Female,2023,"UI/UX Design, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), Blockchain",0,4,4,Infosys,Established,E-commerce,1111808,No,,Jaipur
4640,Suresh Reddy,Male,2023,Python,3,5,4,Microsoft,Established,E-commerce,882440,No,,Chennai
4641,Diya Das,Female,2024,"Digital Marketing, Blockchain, Embedded Systems, Web Dev (Full Stack), Python",0,6,4,Adobe,Established,FinTech,1692067,No,,Bangalore
4642,Smita Gupta,Female,2025,"Web Dev (Full Stack), Blockchain, Cybersecurity, Embedded Systems",2,8,4,Ola,Startup,Logistics,1046581,No,,Ahmedabad
4643,Aarohi Singh,Female,2025,"Cloud (AWS/Azure/GCP), Blockchain, DevOps",1,4,3,Dr. Reddy's Labs,Established,Manufacturing,2346600,No,,Ahmedabad
4644,Rani Reddy,Female,2025,"C++, Web Dev (Full Stack), Embedded Systems, DevOps",1,4,2,,,,0,No,,Bangalore
4645,Aditya Pillai,Male,2022,"Web Dev (Full Stack), Digital Marketing, Embedded Systems, DevOps",0,6,2,Adobe,Established,Manufacturing,1385182,No,,Delhi
4646,Amit Mehta,Male,2024,"Blockchain, Java, Networking, DevOps",2,8,4,Tech Mahindra,Established,IT Services,2573796,Yes,AI/ML,Chennai
4647,Aarav Singh,Male,2024,"Python, ML/AI, UI/UX Design, Cybersecurity, Embedded Systems",1,4,1,,,,0,Yes,Data Science,Kolkata
4648,Rani Chakraborty,Female,2023,"Data Science, ML/AI, Web Dev (Full Stack)",3,3,2,,,,0,Yes,MS (USA/EU),Pune
4649,Reyansh Tiwari,Male,2023,"UI/UX Design, Cloud (AWS/Azure/GCP), C++",2,1,2,,,,0,Yes,PhD,Delhi
4650,Aarohi Jain,Female,2025,"Cloud (AWS/Azure/GCP), Digital Marketing, UI/UX Design",1,2,4,Tech Mahindra,Established,FinTech,1326919,No,,Delhi
4651,Vikas Patel,Male,2023,"Python, Data Science",0,6,2,Capgemini,Established,E-commerce,952269,No,,Chennai
4652,Ananya Mishra,Female,2023,"Python, Embedded Systems, Cloud (AWS/Azure/GCP), ML/AI",1,5,2,HCLTech,Established,Automotive,1503820,No,,Pune
4653,Shaurya Roy,Male,2023,"Digital Marketing, Java, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",0,5,4,Infosys,Established,Consulting,753079,No,,Mumbai
4654,Riya Chakraborty,Female,2024,"DevOps, Digital Marketing, Embedded Systems, Python",2,10,4,Dream11,Startup,EdTech,566650,No,,Bangalore
4655,Rohan Verma,Male,2023,"Java, Cybersecurity, Embedded Systems, Cloud (AWS/Azure/GCP), Blockchain",1,8,4,Byju's,Startup,Healthcare,502270,No,,Chennai
4656,Dev Ghosal,Male,2024,"Data Science, Digital Marketing, Cybersecurity",2,5,1,TCS,Established,E-commerce,2528241,No,,Mumbai
4657,Kavita Verma,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), Embedded Systems, C++",0,6,4,Meta,Established,Manufacturing,1173192,No,,Mumbai
4658,Kiara Kumar,Female,2023,"Digital Marketing, Blockchain, Web Dev (Full Stack)",2,7,2,Zomato,Startup,FinTech,300000,No,,Mumbai
4659,Aditya Sharma,Male,2024,"Cybersecurity, ML/AI, Embedded Systems, Cloud (AWS/Azure/GCP), Networking",1,8,4,Ola,Startup,Consulting,1041809,No,,Kolkata
4660,Myra Prakash,Female,2023,"C++, ML/AI",2,3,3,Ola,Startup,Healthcare,798623,No,,Kolkata
4661,Aryan Chakraborty,Male,2025,"Blockchain, Embedded Systems",2,9,1,Swiggy,Startup,Healthcare,986963,No,,Pune
4662,Suresh Jain,Male,2023,"C++, Cybersecurity",3,3,0,,,,0,Yes,MS (USA/EU),Delhi
4663,Aarohi Jain,Female,2023,C++,0,4,1,Flipkart,Established,Automotive,813798,No,,Kolkata
4664,Neha Kumar,Female,2022,"Web Dev (Full Stack), Embedded Systems, Cloud (AWS/Azure/GCP), Digital Marketing, Python",3,9,3,Zomato,Startup,Logistics,1001463,No,,Ahmedabad
4665,Dhruv Gupta,Male,2023,"Cloud (AWS/Azure/GCP), Blockchain, Digital Marketing, ML/AI, UI/UX Design",1,7,1,Zomato,Startup,Logistics,1136783,No,,Kolkata
4666,Aryan Verma,Male,2025,"DevOps, C++, Embedded Systems",1,2,1,,,,0,Yes,Data Science,Pune
4667,Rani Mishra,Female,2024,"Web Dev (Full Stack), UI/UX Design",0,5,3,Capgemini,Established,Automotive,2234007,No,,Pune
4668,Shreya Mehta,Female,2023,"Cybersecurity, Java, Networking, C++, Blockchain",2,7,2,Meta,Established,FinTech,430026,No,,Kolkata
4669,Yash Pillai,Male,2025,"Data Science, Networking, Web Dev (Full Stack), UI/UX Design, DevOps",2,5,0,,,,0,Yes,MS (USA/EU),Kolkata
4670,Vivaan Yadav,Male,2025,"Java, Python",0,4,1,Dream11,Startup,Manufacturing,631258,No,,Chennai
4671,Yash Roy,Male,2024,"ML/AI, Digital Marketing",2,8,4,L&T Technology Services,Established,Manufacturing,2121028,No,,Jaipur
4672,Sia Tiwari,Female,2024,"Digital Marketing, Networking, C++, UI/UX Design",0,5,3,Jio Platforms,Established,FinTech,844309,No,,Bangalore
4673,Aarav Chakraborty,Male,2022,"Embedded Systems, ML/AI, Cybersecurity, Cloud (AWS/Azure/GCP)",3,1,1,,,,0,Yes,Cybersecurity,Chennai
4674,Kavita Chakraborty,Female,2022,"Cybersecurity, Data Science",0,6,4,Cognizant,Established,Consulting,2041366,Yes,Cybersecurity,Jaipur
4675,Rajesh Kaur,Male,2023,"Python, Embedded Systems, C++",0,4,3,Tata Motors,Established,Consulting,1011089,No,,Jaipur
4676,Aanya Chakraborty,Female,2022,"Cloud (AWS/Azure/GCP), Embedded Systems",0,1,2,,,,0,Yes,PhD,Pune
4677,Pooja Ghosal,Female,2023,Data Science,2,3,0,,,,0,Yes,Cybersecurity,Kolkata
4678,Rani Roy,Female,2022,"Digital Marketing, Java, Cloud (AWS/Azure/GCP), Data Science",3,3,2,Paytm,Startup,E-commerce,584316,No,,Delhi
4679,Krish Patel,Male,2023,"ML/AI, Python, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",1,1,0,,,,0,Yes,Data Science,Bangalore
4680,Suresh Kaur,Male,2022,"DevOps, UI/UX Design, Data Science, Networking, ML/AI",3,5,1,,,,0,Yes,PhD,Kolkata
4681,Aditya Reddy,Male,2025,"Cloud (AWS/Azure/GCP), ML/AI, DevOps",1,3,1,Amazon,Established,Automotive,1435808,No,,Hyderabad
4682,Riya Jain,Female,2024,"UI/UX Design, Java, Digital Marketing",1,8,2,Ola,Startup,Automotive,896169,Yes,Data Science,Hyderabad
4683,Isha Patel,Female,2022,"Python, Networking",1,4,2,Dr. Reddy's Labs,Established,Logistics,1109618,No,,Delhi
4684,Sia Kaur,Female,2022,"Web Dev (Full Stack), UI/UX Design, Java",0,9,1,Paytm,Startup,E-commerce,1068851,No,,Jaipur
4685,Shreya Mehta,Female,2023,"Data Science, DevOps",2,7,2,Microsoft,Established,Manufacturing,998411,No,,Jaipur
4686,Smita Chakraborty,Female,2023,"Cybersecurity, Java, Digital Marketing, Web Dev (Full Stack)",0,8,0,Tata Motors,Established,FinTech,1252227,No,,Hyderabad
4687,Pooja Mishra,Female,2024,"C++, Cybersecurity, Digital Marketing",1,3,2,Swiggy,Startup,Healthcare,794078,No,,Chennai
4688,Vivaan Mehta,Male,2023,"Data Science, Embedded Systems, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), DevOps",3,7,4,Capgemini,Established,Consulting,2083336,No,,Kolkata
4689,Aarav Das,Male,2022,"DevOps, UI/UX Design, ML/AI",3,9,4,Dr. Reddy's Labs,Established,Automotive,1620160,No,,Kolkata
4690,Aanya Roy,Female,2023,"Java, Python, Web Dev (Full Stack)",0,10,3,Adobe,Established,Logistics,2327993,No,,Jaipur
4691,Zara Pillai,Female,2025,"Web Dev (Full Stack), Data Science, Cybersecurity, Java, C++",1,5,3,HCLTech,Established,Automotive,1561719,No,,Hyderabad
4692,Jyoti Reddy,Female,2023,"C++, Embedded Systems, Data Science, ML/AI, DevOps",0,8,2,Meta,Established,Manufacturing,1523366,No,,Hyderabad
4693,Diya Reddy,Female,2025,"Embedded Systems, UI/UX Design, ML/AI",0,6,1,Byju's,Startup,Healthcare,522900,Yes,AI/ML,Delhi
4694,Krish Sharma,Male,2022,"Cloud (AWS/Azure/GCP), Embedded Systems, Digital Marketing",1,5,3,Infosys,Established,Consulting,793900,No,,Pune
4695,Siddharth Kaur,Male,2024,"Cloud (AWS/Azure/GCP), UI/UX Design, ML/AI, Digital Marketing",0,6,2,Adobe,Established,FinTech,1278433,No,,Ahmedabad
4696,Myra Kumar,Female,2024,"DevOps, Data Science, UI/UX Design",0,6,3,Dream11,Startup,E-commerce,457930,No,,Bangalore
4697,Riya Yadav,Female,2023,"DevOps, Data Science",1,4,2,TCS,Established,Healthcare,1135545,No,,Mumbai
4698,Manish Kaur,Male,2023,"Cloud (AWS/Azure/GCP), Blockchain",1,8,4,Adobe,Established,EdTech,697907,Yes,M.Tech,Kolkata
4699,Manish Tiwari,Male,2025,"ML/AI, Data Science",1,8,4,Wipro,Established,IT Services,1269780,No,,Chennai
4700,Ananya Sharma,Female,2022,"Networking, UI/UX Design",1,10,3,Dr. Reddy's Labs,Established,EdTech,1342781,Yes,M.Tech,Chennai
4701,Aarav Nair,Male,2023,"Web Dev (Full Stack), Blockchain, Java, Cybersecurity, C++",2,4,4,Zomato,Startup,IT Services,440017,Yes,AI/ML,Mumbai
4702,Pari Reddy,Female,2024,"ML/AI, Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",0,5,2,,,,0,Yes,Cybersecurity,Chennai
4703,Dev Roy,Male,2022,"Networking, Digital Marketing, Blockchain",0,5,0,,,,0,Yes,PhD,Jaipur
4704,Deepa Yadav,Female,2023,"Digital Marketing, C++, ML/AI",0,6,4,Cisco,Established,E-commerce,1615579,No,,Mumbai
4705,Diya Kaur,Female,2022,"Python, Networking, Cloud (AWS/Azure/GCP), UI/UX Design, Blockchain",1,8,2,Ola,Startup,Consulting,326965,No,,Pune
4706,Meera Chakraborty,Female,2023,Cloud (AWS/Azure/GCP),0,7,2,Byju's,Startup,FinTech,1186075,No,,Chennai
4707,Vivaan Jain,Male,2022,"Cybersecurity, Cloud (AWS/Azure/GCP)",1,4,3,Paytm,Startup,Logistics,936297,No,,Delhi
4708,Kunal Pillai,Male,2025,"Java, UI/UX Design",1,6,3,Infosys,Established,Automotive,2351622,No,,Delhi
4709,Suresh Patel,Male,2023,ML/AI,0,4,2,Amazon,Established,Automotive,1667511,No,,Mumbai
4710,Meera Kaur,Female,2024,ML/AI,2,6,2,Paytm,Startup,Manufacturing,957186,No,,Delhi
4711,Rahul Pillai,Male,2024,"Web Dev (Full Stack), Digital Marketing, Cloud (AWS/Azure/GCP)",0,8,4,Oracle,Established,Automotive,2450258,No,,Kolkata
4712,Nikhil Tiwari,Male,2025,Cloud (AWS/Azure/GCP),1,8,2,Cisco,Established,E-commerce,1099413,No,,Delhi
4713,Meera Gupta,Female,2025,"C++, Cybersecurity",1,7,4,Amazon,Established,Consulting,1108029,No,,Kolkata
4714,Neha Kumar,Female,2023,"Python, Embedded Systems, ML/AI",3,9,4,Dr. Reddy's Labs,Established,FinTech,1199576,No,,Pune
4715,Krish Verma,Male,2025,"Cybersecurity, Web Dev (Full Stack), UI/UX Design",0,5,2,L&T Technology Services,Established,IT Services,1031082,Yes,MS (USA/EU),Pune
4716,Neha Yadav,Female,2025,"UI/UX Design, C++, Python, Web Dev (Full Stack), DevOps",2,1,2,,,,0,Yes,MBA,Bangalore
4717,Suresh Singh,Male,2022,"Cybersecurity, C++, UI/UX Design, Embedded Systems",3,1,2,,,,0,Yes,PhD,Ahmedabad
4718,Smita Mehta,Female,2024,"Java, C++, Networking, Cloud (AWS/Azure/GCP), Python",1,1,1,,,,0,Yes,MBA,Bangalore
4719,Aarohi Kumar,Female,2022,"Cloud (AWS/Azure/GCP), Embedded Systems",1,6,2,Microsoft,Established,IT Services,2816992,No,,Ahmedabad
4720,Aarav Reddy,Male,2023,"Embedded Systems, Cloud (AWS/Azure/GCP)",0,5,4,Cisco,Established,EdTech,1584344,No,,Kolkata
4721,Jyoti Patel,Female,2024,"Java, Networking, Blockchain",2,8,1,Infosys,Established,Consulting,1019481,No,,Bangalore
4722,Isha Reddy,Female,2023,"Blockchain, Cloud (AWS/Azure/GCP), DevOps, Data Science, C++",0,9,4,Capgemini,Established,FinTech,2460942,No,,Jaipur
4723,Yash Nair,Male,2022,"Cloud (AWS/Azure/GCP), Digital Marketing, C++, Python",0,9,4,Ola,Startup,FinTech,740413,No,,Kolkata
4724,Rani Jain,Female,2023,Java,2,8,4,Adobe,Established,Logistics,736230,No,,Hyderabad
4725,Kiara Kumar,Female,2023,"UI/UX Design, Networking, DevOps",0,4,2,,,,0,Yes,M.Tech,Bangalore
4726,Tanu Kaur,Female,2024,"ML/AI, Cloud (AWS/Azure/GCP)",0,7,2,Meta,Established,Manufacturing,2158678,No,,Jaipur
4727,Ankit Kumar,Male,2023,"Cloud (AWS/Azure/GCP), Embedded Systems, Blockchain, Web Dev (Full Stack), Digital Marketing",1,3,1,,,,0,No,,Jaipur
4728,Rahul Mehta,Male,2023,"Networking, Digital Marketing",1,4,0,,,,0,Yes,Cybersecurity,Bangalore
4729,Meera Gupta,Female,2022,"Web Dev (Full Stack), Java",1,6,3,Cisco,Established,Manufacturing,1234242,No,,Kolkata
4730,Kirti Gupta,Female,2022,"C++, Cybersecurity",0,4,2,HCLTech,Established,Manufacturing,932758,No,,Ahmedabad
4731,Tanu Das,Female,2022,C++,0,3,1,,,,0,No,,Pune
4732,Saanvi Pillai,Female,2025,Cybersecurity,0,4,1,Capgemini,Established,FinTech,2377447,No,,Kolkata
4733,Smita Gupta,Female,2024,"Digital Marketing, C++",0,6,2,Swiggy,Startup,Manufacturing,754495,No,,Kolkata
4734,Aarohi Reddy,Female,2024,"UI/UX Design, ML/AI",1,10,2,Cisco,Established,Automotive,1711638,Yes,PhD,Mumbai
4735,Meera Chakraborty,Female,2022,"Cybersecurity, C++",1,9,2,Flipkart,Established,IT Services,958794,No,,Bangalore
4736,Kirti Jain,Female,2025,"Digital Marketing, UI/UX Design, C++, ML/AI",1,6,2,Ola,Startup,Automotive,393728,No,,Jaipur
4737,Myra Tiwari,Female,2022,"Blockchain, C++",3,6,4,Dream11,Startup,Automotive,661421,No,,Bangalore
4738,Pooja Singh,Female,2023,"Python, Cybersecurity, Digital Marketing, UI/UX Design",0,6,3,Swiggy,Startup,Manufacturing,1087306,No,,Kolkata
4739,Diya Roy,Female,2022,"Cloud (AWS/Azure/GCP), UI/UX Design, Data Science, Web Dev (Full Stack)",0,5,2,,,,0,Yes,MS (USA/EU),Delhi
4740,Neha Jain,Female,2024,"Digital Marketing, C++, Embedded Systems",2,7,1,Dr. Reddy's Labs,Established,Healthcare,991613,No,,Delhi
4741,Isha Mishra,Female,2025,"UI/UX Design, Networking, Digital Marketing",2,3,2,,,,0,No,,Kolkata
4742,Pooja Chakraborty,Female,2023,"UI/UX Design, Digital Marketing",0,2,1,,,,0,Yes,PhD,Jaipur
4743,Manish Gupta,Male,2025,"Python, ML/AI, Embedded Systems, DevOps",0,6,4,Byju's,Startup,Automotive,509436,No,,Chennai
4744,Siddharth Jain,Male,2024,"Web Dev (Full Stack), Cybersecurity",0,4,3,Zomato,Startup,Healthcare,772577,Yes,M.Tech,Mumbai
4745,Shaurya Verma,Male,2023,C++,0,4,4,Swiggy,Startup,FinTech,720092,No,,Kolkata
4746,Riya Nair,Female,2025,"Python, Java, Embedded Systems",0,7,3,Dr. Reddy's Labs,Established,Consulting,1229998,No,,Kolkata
4747,Tanu Pillai,Female,2023,"Networking, Cybersecurity",1,4,4,Tata Motors,Established,Logistics,693849,No,,Pune
4748,Rohan Verma,Male,2024,"Java, Blockchain",3,3,0,,,,0,Yes,MBA,Chennai
4749,Reyansh Kumar,Male,2023,"Python, C++, Blockchain, UI/UX Design",3,10,4,HCLTech,Established,E-commerce,1865956,No,,Pune
4750,Shreya Das,Female,2022,"Blockchain, Java, Cybersecurity",1,4,1,,,,0,Yes,MBA,Delhi
4751,Kavita Mehta,Female,2024,"Cybersecurity, Python, Cloud (AWS/Azure/GCP)",3,8,2,Amazon,Established,Manufacturing,1738377,No,,Delhi
4752,Pooja Kaur,Female,2023,"ML/AI, Web Dev (Full Stack), UI/UX Design",2,6,3,Tata Motors,Established,Logistics,748339,No,,Jaipur
4753,Ankit Kumar,Male,2025,"Digital Marketing, Data Science, C++",1,8,3,Oracle,Established,E-commerce,1623533,No,,Jaipur
4754,Riya Kaur,Female,2022,"C++, Web Dev (Full Stack), Digital Marketing, UI/UX Design, DevOps",1,6,2,L&T Technology Services,Established,Logistics,779441,No,,Mumbai
4755,Kavita Mehta,Female,2022,Cloud (AWS/Azure/GCP),0,7,3,Capgemini,Established,E-commerce,1525327,No,,Kolkata
4756,Nikhil Prakash,Male,2025,Cloud (AWS/Azure/GCP),2,10,2,Ola,Startup,Healthcare,632157,No,,Delhi
4757,Saanvi Kumar,Female,2023,"Java, C++, Blockchain, Cloud (AWS/Azure/GCP)",2,4,4,Zomato,Startup,FinTech,511611,No,,Mumbai
4758,Myra Verma,Female,2025,"Embedded Systems, Java, Networking",0,4,3,Tata Motors,Established,Logistics,1515504,No,,Jaipur
4759,Isha Singh,Female,2024,"Blockchain, DevOps",3,6,2,Flipkart,Established,Automotive,863753,No,,Jaipur
4760,Priyanshu Singh,Male,2024,"UI/UX Design, DevOps",1,7,4,Byju's,Startup,Logistics,870727,No,,Jaipur
4761,Pooja Jain,Female,2025,"DevOps, C++",2,4,3,Flipkart,Established,Consulting,805275,No,,Delhi
4762,Manish Das,Male,2024,"Python, Blockchain, ML/AI, UI/UX Design, Data Science",1,3,3,Zomato,Startup,Automotive,463353,No,,Mumbai
4763,Aryan Prakash,Male,2025,"Networking, C++, Cybersecurity, Blockchain",1,3,0,,,,0,No,,Hyderabad
4764,Shreya Tiwari,Female,2024,"UI/UX Design, Web Dev (Full Stack)",1,2,4,Swiggy,Startup,Automotive,931325,No,,Hyderabad
4765,Neha Pillai,Female,2024,"Web Dev (Full Stack), Digital Marketing, UI/UX Design, ML/AI",1,9,2,HCLTech,Established,Healthcare,484397,No,,Kolkata
4766,Neha Kumar,Female,2023,"Python, Cloud (AWS/Azure/GCP), Embedded Systems, ML/AI, UI/UX Design",0,7,2,Wipro,Established,Healthcare,1709431,No,,Hyderabad
4767,Diya Reddy,Female,2022,"C++, UI/UX Design, Cloud (AWS/Azure/GCP), Networking",2,6,4,Microsoft,Established,Healthcare,1246611,No,,Bangalore
4768,Kiara Reddy,Female,2022,"Embedded Systems, Cybersecurity, Blockchain, Java",0,7,4,Meta,Established,FinTech,1885887,No,,Delhi
4769,Kunal Verma,Male,2025,Cloud (AWS/Azure/GCP),0,5,1,Cognizant,Established,Healthcare,1897078,No,,Hyderabad
4770,Amit Roy,Male,2023,"UI/UX Design, Cloud (AWS/Azure/GCP), Embedded Systems, Cybersecurity",3,2,2,,,,0,Yes,Cybersecurity,Pune
4771,Amit Sharma,Male,2025,"Embedded Systems, Python, Java, Web Dev (Full Stack)",2,7,4,Meta,Established,Consulting,2359096,No,,Hyderabad
4772,Saanvi Tiwari,Female,2024,"Java, C++, Python, ML/AI",0,4,4,TCS,Established,IT Services,1926858,No,,Ahmedabad
4773,Smita Sharma,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), UI/UX Design, Java, DevOps",0,5,0,,,,0,Yes,M.Tech,Chennai
4774,Pooja Tiwari,Female,2024,Networking,0,5,3,Tata Motors,Established,Consulting,1820772,No,,Delhi
4775,Kirti Ghosal,Female,2023,"UI/UX Design, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), ML/AI, Blockchain",0,2,2,Swiggy,Startup,Manufacturing,685026,No,,Bangalore
4776,Saanvi Nair,Female,2024,"DevOps, Java, Blockchain, Embedded Systems",0,5,2,Cisco,Established,Healthcare,1256097,No,,Pune
4777,Smita Reddy,Female,2025,"ML/AI, Python, Digital Marketing, UI/UX Design",1,5,3,Capgemini,Established,Automotive,2210026,Yes,Data Science,Mumbai
4778,Sunil Prakash,Male,2023,"ML/AI, Cybersecurity",0,4,0,,,,0,Yes,Cybersecurity,Hyderabad
